Object,CA_Date,CADistanceNominal,CADistanceMinimum,Vrelative,Vinfinity,H(mag),Diameter,
(2021 VY4),2021-Nov-12 15:57 ± < 00:01,2.33 | 0.00598,2.32 | 0.00596,13.82,13.78,26.4,14 m -   31 m,bK21V04Y
(2004 UE),2021-Nov-13 07:26 ± < 00:01,11.11 | 0.02854,11.11 | 0.02854,13.24,13.23,21.4,140 m -  310 m,bK04U00E
(2021 VQ22),2021-Nov-13 08:02 ± < 00:01,8.51 | 0.02187,8.49 | 0.02182,8.74,8.72,25.9,18 m -   39 m,bK21V22Q
(2021 UO3),2021-Nov-13 11:02 ± < 00:01,4.58 | 0.01177,4.57 | 0.01175,6.63,6.59,26.8,12 m -   26 m,bK21U03O
(2021 VQ2),2021-Nov-13 11:26 ± < 00:01,12.89 | 0.03312,12.78 | 0.03285,7.23,7.22,27,11 m -   24 m,bK21V02Q
(2021 VM22),2021-Nov-13 17:54 ± < 00:01,2.33 | 0.00600,2.33 | 0.00599,9.85,9.81,27.4,8.9 m -   20 m,bK21V22M
(2021 UM9),2021-Nov-13 20:29 ± < 00:01,4.54 | 0.01166,4.54 | 0.01165,11.2,11.18,23.9,44 m -   99 m,bK21U09M
(2021 VJ8),2021-Nov-13 21:52 ± < 00:01,5.57 | 0.01430,5.55 | 0.01426,8.55,8.53,26.9,11 m -   25 m,bK21V08J
(2021 VA3),2021-Nov-14 08:47 ± < 00:01,12.99 | 0.03338,12.96 | 0.03331,8.22,8.21,26.6,13 m -   29 m,bK21V03A
(2021 WA),2021-Nov-14 19:28 ± < 00:01,9.26 | 0.02378,9.22 | 0.02370,15.13,15.12,24.1,41 m -   91 m,bK21W00A
(2021 VG3),2021-Nov-15 02:13 ± < 00:01,10.15 | 0.02608,10.00 | 0.02569,11.4,11.39,26.3,14 m -   32 m,bK21V03G
(2016 VR),2021-Nov-15 04:19 ± < 00:01,8.12 | 0.02087,8.12 | 0.02087,8.73,8.72,26.4,14 m -   32 m,bK16V00R
(2021 VM1),2021-Nov-15 04:39 ± < 00:01,9.20 | 0.02363,9.18 | 0.02358,14.63,14.62,25.9,17 m -   38 m,bK21V01M
(2010 VK139),2021-Nov-15 11:54 ± < 00:01,6.09 | 0.01565,6.09 | 0.01565,13.94,13.93,23.7,0.055±0.010 km,bK10VD9K
(2019 VL5),2021-Nov-15 17:49 ± < 00:01,8.46 | 0.02174,8.46 | 0.02174,8.1,8.08,25.9,18 m -   40 m,bK19V05L
(2021 VL22),2021-Nov-16 07:41 ±    00:01,9.08 | 0.02333,9.01 | 0.02315,9.78,9.77,26.2,15 m -   34 m,bK21V22L
(2021 VQ6),2021-Nov-16 09:18 ± < 00:01,8.51 | 0.02187,8.43 | 0.02166,10.41,10.39,25.7,20 m -   44 m,bK21V06Q
(2021 WW),2021-Nov-16 10:12 ±    00:19,11.39 | 0.02927,11.21 | 0.02880,14.12,14.11,24.2,38 m -   85 m,bK21W00W
(2021 VP8),2021-Nov-16 12:32 ±    00:08,12.23 | 0.03141,12.18 | 0.03130,5.47,5.45,26.2,15 m -   34 m,bK21V08P
(2021 VS5),2021-Nov-17 09:59 ± < 00:01,3.58 | 0.00919,3.57 | 0.00918,8.49,8.46,26.4,14 m -   31 m,bK21V05S
(2021 VR6),2021-Nov-17 14:31 ± < 00:01,7.54 | 0.01938,7.51 | 0.01931,8.98,8.96,26.6,13 m -   28 m,bK21V06R
(2021 VK10),2021-Nov-18 03:54 ± < 00:01,5.92 | 0.01522,5.90 | 0.01517,14.25,14.24,26,17 m -   37 m,bK21V10K
(2021 WE),2021-Nov-18 17:15 ±    00:12,16.00 | 0.04112,15.67 | 0.04026,7.88,7.88,25.3,23 m -   52 m,bK21W00E
(2021 VC9),2021-Nov-19 01:37 ± < 00:01,6.96 | 0.01787,6.94 | 0.01783,7.31,7.29,27,10 m -   23 m,bK21V09C
(2021 VW22),2021-Nov-19 06:54 ±    00:29,13.52 | 0.03473,13.41 | 0.03446,8.51,8.5,26.8,12 m -   26 m,bK21V22W
(2021 VJ11),2021-Nov-19 08:58 ± < 00:01,6.78 | 0.01741,6.75 | 0.01734,10.58,10.57,25.8,18 m -   41 m,bK21V11J
(2021 VZ22),2021-Nov-19 17:55 ±    00:58,1.12 | 0.00287,1.11 | 0.00285,9.59,9.5,28.3,5.8 m -   13 m,bK21V22Z
(2021 VR),2021-Nov-19 22:58 ± < 00:01,15.48 | 0.03978,15.45 | 0.03971,13.27,13.27,23.4,54 m -  120 m,bK21V00R
(2016 JG12),2021-Nov-20 00:23 ± < 00:01,14.37 | 0.03692,14.37 | 0.03692,7.48,7.47,22.5,83 m -  190 m,bK16J12G
(2021 TR15),2021-Nov-20 00:29 ± < 00:01,11.85 | 0.03045,11.85 | 0.03044,6.98,6.97,24.6,32 m -   70 m,bK21T15R
(2021 WK),2021-Nov-20 06:11 ±    00:03,5.66 | 0.01454,5.60 | 0.01440,6.16,6.13,26.3,14 m -   32 m,bK21W00K
(2021 VP10),2021-Nov-20 14:53 ±    00:07,2.00 | 0.00514,2.00 | 0.00513,8.28,8.21,27.9,7.1 m -   16 m,bK21V10P
(2021 KH2),2021-Nov-21 00:25 ± < 00:01,19.23 | 0.04942,19.23 | 0.04942,6.51,6.5,25.3,23 m -   52 m,bK21K02H
(2021 WP),2021-Nov-21 14:01 ±    00:05,0.41 | 0.00104,0.40 | 0.00104,5.15,4.62,28,6.7 m -   15 m,bK21W00P
(2021 VW5),2021-Nov-21 16:16 ±    00:01,15.58 | 0.04004,15.54 | 0.03992,3.43,3.41,26.6,13 m -   29 m,bK21V05W
3361 Orpheus (1982 HR),2021-Nov-21 19:20 ± < 00:01,15.01 | 0.03856,15.01 | 0.03856,8.14,8.13,19.2,0.3 km,a0003361
(2021 WU),2021-Nov-22 06:59 ±    00:04,2.55 | 0.00655,2.53 | 0.00651,16.12,16.09,26,17 m -   37 m,bK21W00U
(2021 VQ26),2021-Nov-22 11:57 ± < 00:01,4.60 | 0.01182,4.59 | 0.01180,10.38,10.36,24.4,36 m -   79 m,bK21V26Q
(2021 WH),2021-Nov-22 14:01 ± < 00:01,2.58 | 0.00663,2.57 | 0.00661,23.67,23.65,25.2,24 m -   54 m,bK21W00H
(2021 WT),2021-Nov-23 09:26 ±    00:02,1.38 | 0.00355,1.38 | 0.00354,16.45,16.4,25,27 m -   60 m,bK21W00T
(2021 VL16),2021-Nov-23 22:28 ±    00:06,14.25 | 0.03661,14.17 | 0.03640,8.37,8.36,26.3,14 m -   32 m,bK21V16L
(2021 WC),2021-Nov-24 07:19 ± < 00:01,14.26 | 0.03663,14.22 | 0.03654,7,6.99,24.2,39 m -   88 m,bK21W00C
(2021 WG),2021-Nov-24 08:25 ± < 00:01,2.27 | 0.00584,2.27 | 0.00584,6.06,5.98,28.8,4.7 m -   11 m,bK21W00G
(2014 WF201),2021-Nov-24 22:45 ±    13:25,13.10 | 0.03367,10.26 | 0.02635,5.46,5.44,25.6,20 m -   45 m,bK14WK1F
(2021 VR4),2021-Nov-25 03:59 ± < 00:01,2.14 | 0.00550,2.14 | 0.00549,7.72,7.66,26.4,14 m -   31 m,bK21V04R
(2009 WB105),2021-Nov-25 06:31 ± < 00:01,15.06 | 0.03869,15.06 | 0.03869,18.89,18.88,23.5,53 m -  120 m,bK09WA5B
(2021 VQ27),2021-Nov-25 09:24 ± < 00:01,2.72 | 0.00700,2.71 | 0.00697,10.21,10.17,27,10 m -   23 m,bK21V27Q
(2021 VF11),2021-Nov-25 16:05 ±    00:02,18.52 | 0.04758,18.51 | 0.04756,1.35,1.31,27.1,10 m -   23 m,bK21V11F
(2019 BB5),2021-Nov-25 17:18 ±    06:13,18.68 | 0.04801,15.22 | 0.03911,8.35,8.34,26.7,12 m -   27 m,bK19B05B
